Entidad,Codificacion,TipoValor,EntSec,Monto,FechaEmision,FechaVenc,Nodo,Estado,Transmision,TipoOperacion,Item,Troquel/Reg.Med ,Drog.Present,Fabricante,Rubro,Cantidad,Precio Unitario,Imp.Bonif,Bonif,Descuento,Importe Cobertura,Importe Afiliado
,0018-01237611,FACTURA DE COMPRA POS,,"$ 189.559,10",05/12/2025,05/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ALGABO GEL EF HUM AMA PM X150,7791274196430,null,ALGABO SA,PER.MASIVA,2,"1.406,42","0,00","0,00","0,00","2.812,84","0,00"
,,,,,,,,,,,ATUCHA JE P/ENEMA N  4,7793066120043,null,COZZA & ,ACC.MASIVOS,1,"2.459,75","0,00","0,00","0,00","2.459,75","0,00"
,,,,,,,,,,,CORONET PEINE METAL PEDIC,7791914000066,null,SEISEME,ACC.MASIVOS,1,"3.976,26","0,00","0,00","0,00","3.976,26","0,00"
,,,,,,,,,,,ELVIVE CR TRAT COLORVIVE X300,7509552902921,null,LOREAL ,PER.MASIVA,2,"5.569,53","0,00","0,00","0,00","11.139,06","0,00"
,,,,,,,,,,,ELVIVE OLEO EXTRAORD ARG X100,7509552874204,null,LOREAL ,PER.MASIVA,2,"10.489,77","0,00","0,00","0,00","20.979,54","0,00"
,,,,,,,,,,,FRUCTIS CPP HYDRA LISS  X250M,7509552924862,null,LOREAL ,PER.MASIVA,2,"3.651,63","0,00","0,00","0,00","7.303,26","0,00"
,,,,,,,,,,,GILLETTE FOAMY MENTOL  X175,7702018053469,null,PROC & GAMB ,PER.MASIVA,2,"4.712,72","0,00","0,00","0,00","9.425,44","0,00"
,,,,,,,,,,,MB OJOS MASC FALSCHE WSH 1,3600531507268,null,MAYBELLINE ,PER.LINEAS,2,"12.161,29","0,00","0,00","0,00","24.322,58","0,00"
,,,,,,,,,,,NOVOFINE 30 G AGUJAS X 100,7798058930570,DISPOSITIVO PARA ,NOVO NORDISK,ACC.,1,"29.283,22","0,00","0,00","0,00","29.283,22","0,00"
,,,,,,,,,,,PLAC OUT MANTENIMIENTO X250ML,7792175010412,CLORHEXIDINA+ASOC,BERNABO (LAB),DENTALES,1,"7.075,92","0,00","0,00","0,00","7.075,92","0,00"
,,,,,,,,,,,REXONA AER AP ACT EMOT  X 89G,7791293049540,null,UNILEVER P.C.,PER.MASIVA,2,"2.139,12","0,00","0,00","0,00","4.278,24","0,00"
,,,,,,,,,,,VELEZ AG  40/8 21GX1 1/2 X100,7798073551835,null,IMPORT VELEZ,ACC.,1,"10.416,80","0,00","0,00","0,00","10.416,80","0,00"
,,,,,,,,,,,VOGUE ESM  EF.GEL BRIL DIAMAN,7509552803921,null,VOGUE ,PER.MASIVA,2,"3.813,31","0,00","0,00","0,00","7.626,62","0,00"
,,,,,,,,,,,VOGUE ESM  EF.GEL SECRETO,7702433330749,null,VOGUE ,PER.MASIVA,1,"3.813,31","0,00","0,00","0,00","3.813,31","0,00"
,,,,,,,,,,,VOGUE ESM BRILLO RAP. SECADO,7509552789065,null,VOGUE ,PER.MASIVA,1,"3.818,98","0,00","0,00","0,00","3.818,98","0,00"
,0018-01237612,FACTURA DE COMPRA POS,,"$ 28.940,01",05/12/2025,05/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,COLBERT.NOIR EDT         X 60,7791600174323,null,CANNON,PER.MASIVA,2,"6.248,70","0,00","0,00","0,00","12.497,40","0,00"
,,,,,,,,,,,FLOWER ROSE EDC          X250,7791600066727,null,CANNON,PER.MASIVA,2,"4.751,26","0,00","0,00","0,00","9.502,52","0,00"
,0018-01238491,FACTURA DE COMPRA POS,,"$ 17.501,11",05/12/2025,05/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,BEROCCA PLUS  COMP LAQ  X 30,7793640679844,VIT.+MINERALES ,BAYER ,ESP. ,1,"15.171,41","0,00","0,00","0,00","15.171,41","0,00"
,,,,,,,,,,,IBUPIRAC 400MG CAPS BLAND X12,7795381001748,IBUPROFENO 400 MG ,PFIZER,ESP. ,1,"2.199,42","0,00","0,00","0,00","2.199,42","0,00"
,0018-01238919,FACTURA DE COMPRA POS,,"$ 0,03",05/12/2025,05/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,CLONAGIN 2   MG COMP X 30,7795338001432,CLONAZEPAM  2    ,BALIARDA,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,GAVIN  75 MG COMP BIRRAN X 30,7792183000948,PREGABALINA  75 MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,,,,,,,,,,,MIDAX 10   MG COMP X 28 (NVO),7792183490671,OLANZAPINA 10   MG ,GADOR,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0018-01240613,FACTURA DE COMPRA POS,,"$ 2.308,97",06/12/2025,06/06/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,"BARCAT AG 16X5 25GX5/8""  X100",1000000043563,null,BARCAT SA,ACC.,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0018-01243982,FACTURA DE COMPRA POS,,"$ 3.284,48",09/12/2025,09/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,,,,,,,,,,,,
,,,,,,,,,,FTW-02-DESHACER ,,,,,,,,,,,,
,,,,,,,,,,FTW-01-EDITAR VALORES,RESAQUIT (VL)COMP BICAPA X  4,7795347949428,ACETILSALICILICO ,LAZAR,ESP. ,2,"0,00","0,00","0,00","0,00","0,00","0,00"
,0018-01244376,FACTURA DE COMPRA POS,,"$ 53.881,10",09/12/2025,09/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,,,,,,,,,,,,
,,,,,,,,,,FTW-02-DESHACER ,,,,,,,,,,,,
,,,,,,,,,,FTW-01-EDITAR VALORES,NUVARING ANILLO VAG SOB X 1,7798376720358,ETONOGESTREL+ETIN,ORGANON,ESP. ,1,"0,00","0,00","0,00","0,00","0,00","0,00"
,0018-01244760,FACTURA DE COMPRA POS,,"$ 7.075,46",09/12/2025,09/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,HIGIENOL PAP HIG D/H PL  30X4,7790250015536,null,PAPELERA DEL ,ACC.,2,"2.689,34","0,00","0,00","0,00","5.378,68","0,00"
,0018-01244525,FACTURA DE COMPRA POS,,"$ 65.738,08",09/12/2025,09/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,CIEL NOIR  EDT VAP      X 50,7791600154035,null,CANNON,PER.MASIVA,2,"9.340,62","0,00","0,00","0,00","18.681,24","0,00"
,,,,,,,,,,,COLBERT.NOIR EDT         X 60,7791600174323,null,CANNON,PER.MASIVA,2,"6.248,70","0,00","0,00","0,00","12.497,40","0,00"
,,,,,,,,,,,KEVINGSTON RUGB EDC X 100 ML,7798108454834,null,FRAG (L'OVAL),PER.LINEAS,2,"9.397,42","0,00","0,00","0,00","18.794,84","0,00"
,0018-01244524,FACTURA DE COMPRA POS,,"$ 105.433,17",09/12/2025,09/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ACIFOL FE  COMP X 60,7795327064691,HIERRO+VIT.,DOMINGUEZ,ESP. ,1,"32.744,69","0,00","0,00","0,00","32.744,69","0,00"
,,,,,,,,,,,AUCIC 1  % SOL OFT X 10 ML,7795368055122,CARBOXIMETILCELUL,POEN,ESP. ,2,"11.711,89","0,00","0,00","0,00","23.423,78","0,00"
,,,,,,,,,,,BIFERDIL BIOCOLOR        7,7791001002973,null,BIFERDIL,PER.MASIVA,1,"4.791,80","0,00","0,00","0,00","4.791,80","0,00"
,,,,,,,,,,,IBUPIRAC 400MG CAPS BLAND X12,7795381001748,IBUPROFENO 400 MG ,PFIZER,ESP. ,2,"2.199,42","0,00","0,00","0,00","4.398,84","0,00"
,,,,,,,,,,,ISSUE COL S/AMONIACO VEG  N8,7793008019190,null,GODREJ ,PER.MASIVA,1,"4.603,91","0,00","0,00","0,00","4.603,91","0,00"
,,,,,,,,,,,KOTEX TAMPON SUPER X12,7702425808058,null,KIMBERLY ,PER.MASIVA,3,"2.397,39","0,00","0,00","0,00","7.192,17","0,00"
,,,,,,,,,,,NUTRISSE TONO  53   NUEZ,7509552923988,null,LOREAL ,PER.MASIVA,1,"6.961,57","0,00","0,00","0,00","6.961,57","0,00"
,,,,,,,,,,,REXONA CLIN DEO AER CLAX 55ML,7791293038254,null,UNILEVER P.C.,PER.MASIVA,2,"1.840,90","0,00","0,00","0,00","3.681,80","0,00"
,,,,,,,,,,,REXONA JAB GLIC NEUTRO X 90GR,7791293049175,null,UNILEVER P.C.,PER.MASIVA,3,"755,86","0,00","0,00","0,00","2.267,58","0,00"
,,,,,,,,,,,SENSODYNE DENT ORIGINAL  X 90,7896009419324,POTASIO ,HALEON (GSK),DENTALES,2,"2.958,34","0,00","0,00","0,00","5.916,68","0,00"
,0018-01246671,FACTURA DE COMPRA,,"$ 39.705,32",10/12/2025,09/01/2026,FCIA BIOSALUD,INGRESADO,,PVD-03-INGRESAR FACTURA ,,,,,,,,,,,,
,0018-01246527,FACTURA DE COMPRA POS,,"$ 21.269,92",10/12/2025,10/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,CAPILATIS P/ES DES PIOJO X420,7792640006711,null,CAPILATIS,PER.MASIVA,2,"4.618,92","0,00","0,00","0,00","9.237,84","0,00"
,,,,,,,,,,,KEVIN  DEO AER          X150,7791600037239,null,CANNON,PER.MASIVA,3,"2.310,45","0,00","0,00","0,00","6.931,35","0,00"
,0018-01246528,FACTURA DE COMPRA POS,,"$ 6.972,56",10/12/2025,10/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,TIO NACHO SH +ACOND CASPA 415,650240069376,null,GENOMMA ,PER.MASIVA,1,"4.907,85","0,00","0,00","0,00","4.907,85","0,00"
,0018-01248366,FACTURA DE COMPRA POS,,"$ 246.078,71",10/12/2025,10/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,DUTIDE  0.5 MG AG PRELL X 4,7796285298739,SEMAGLUTIDA  0.5  ,ELEA,ESP. ,1,"83.806,87","0,00","0,00","0,00","83.806,87","0,00"
,,,,,,,,,,,NUVARING ANILLO VAG SOB X 1,7798376720358,ETONOGESTREL+ETIN,ORGANON,ESP. ,3,"53.480,00","0,00","0,00","0,00","160.440,00","0,00"
,0018-01247627,FACTURA DE COMPRA POS,,"$ 129.690,13",10/12/2025,10/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,WELLBUTRIN XL 300 COMP X 30,7798365530609,BUPROPION 300 MG ,GLAXOSMITHKLI,ESP. ,1,"128.724,68","0,00","0,00","0,00","128.724,68","0,00"
,0018-01247626,FACTURA DE COMPRA POS,,"$ 25.998,89",10/12/2025,10/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,PGB  75 MG COMP MD X 30,7798129416835,PREGABALINA  75 MG ,SIEGFRIED,ESP. ,1,"27.728,66","0,00","0,00","0,00","27.728,66","0,00"
,0018-01248503,FACTURA DE COMPRA POS,,"$ 593.616,77",10/12/2025,10/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,RISPERDAL CONSTA 37.5 VIAL+AG,7795314028545,RISPERIDONA 37.5 ,JANSSEN-CILAG,ESP. ,2,"294.598,90","0,00","0,00","0,00","589.197,80","0,00"
,0018-01249458,FACTURA DE COMPRA POS,,"$ 13.249,75",11/12/2025,11/01/2026,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE ,,,,,,,,,,,,
,,,,,,,,,,SUC-22-INGRESO Y CONTROL ,BAGOVIT A BRONC PROG SPY X150,7790375269302,HIALURONICO AC.,BAGO,ESP.,1,"10.882,75","0,00","0,00","0,00","10.882,75","0,00"
,0018-01250243,FACTURA DE COMPRA POS,,"$ 104.343,16",11/12/2025,11/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ESTRELLA ALGODON SUPER X400GR,7790064001725,null,QUIMICA ,PER.MASIVA,13,"3.756,23","0,00","0,00","0,00","48.830,99","0,00"
,,,,,,,,,,,GA.MA BALANZA SCG-430 DIG NEG,8023277105874,null,GA.MA ITALY,ACC.,2,"22.635,69","0,00","0,00","0,00","45.271,38","0,00"
,0018-01250244,FACTURA DE COMPRA POS,,"$ 84.099,04",11/12/2025,11/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,CAREFREE PROTEC S/PERF  X60,7790010002882,null,JOHNSON&JOH,PER.MASIVA,3,"4.492,58","0,00","0,00","0,00","13.477,74","0,00"
,,,,,,,,,,,COMODIN ZALEA DESC 60 X 90,7791229000034,null,HISAN S.A.,ORTOPEDIA Y ,8,"4.456,38","0,00","0,00","0,00","35.651,04","0,00"
,,,,,,,,,,,HIGIENOL PAP HIG D/H PL  30X4,7790250015536,null,PAPELERA DEL ,ACC.,3,"2.689,34","0,00","0,00","0,00","8.068,02","0,00"
,,,,,,,,,,,SIEMPRE.LIB NC/SUA ADAP N/D16,7790010002707,null,JOHNSON&JOH,PER.MASIVA,3,"4.577,59","0,00","0,00","0,00","13.732,77","0,00"
,0018-01249894,FACTURA DE COMPRA POS,,"$ 91.914,40",11/12/2025,11/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,BAGOVIT A BRONC PROG SPY X150,7790375269302,HIALURONICO AC.,BAGO,ESP.,3,"10.882,75","0,00","0,00","0,00","32.648,25","0,00"
,,,,,,,,,,,DERMO EXP REV HIALUR SERUM AH,7509552843620,null,LOREAL ,PER.MASIVA,1,"22.172,06","0,00","0,00","0,00","22.172,06","0,00"
,,,,,,,,,,,GUM CEP  311 CLASSIC SUAVE,070942003117,null,SUNSTAR ,DENTALES,2,"2.898,82","0,00","0,00","0,00","5.797,64","0,00"
,,,,,,,,,,,SIEMPRE.LIB TANGA  C/A  X8,7790010002776,null,JOHNSON&JOH,PER.MASIVA,3,"1.710,11","0,00","0,00","0,00","5.130,33","0,00"
,,,,,,,,,,,SYRA APQU 10X20 CM X  6,7792009011592,null,SYRA,ACC.MASIVOS,2,"3.277,72","0,00","0,00","0,00","6.555,44","0,00"
,0018-01249893,FACTURA DE COMPRA POS,,"$ 34.227,38",11/12/2025,11/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,DERMAGLOS PROMO SOL FPS50X380,7793742024627,null,ANDROMACO,ESP.,1,"19.456,68","0,00","0,00","0,00","19.456,68","0,00"
,,,,,,,,,,,KEVIN  DEO AER          X250,7791600037345,null,CANNON,PER.MASIVA,3,"2.670,52","0,00","0,00","0,00","8.011,56","0,00"
,0018-01250105,FACTURA DE COMPRA POS,,"$ 116.004,79",11/12/2025,11/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ALERNIX SPRAY ADVANCE X 120DS,7796285297466,FLUTICASONA ,ELEA,ESP. ,1,"6.528,93","0,00","0,00","0,00","6.528,93","0,00"
,,,,,,,,,,,AXE DEO AER MUSK       X 96GR,7791293043807,null,UNILEVER P.C.,PER.MASIVA,2,"2.140,07","0,00","0,00","0,00","4.280,14","0,00"
,,,,,,,,,,,CAPILATIS SH LIM-PROF NEUX420,7792640004557,null,CAPILATIS,PER.MASIVA,2,"4.618,92","0,00","0,00","0,00","9.237,84","0,00"
,,,,,,,,,,,CAREFREE TODOS LD TANGA   X20,7790010002851,null,JOHNSON&JOH,PER.MASIVA,3,"2.071,18","0,00","0,00","0,00","6.213,54","0,00"
,,,,,,,,,,,DERMAGLOS C AUTOBRONC X 150GR,7793742007316,null,ANDROMACO,ESP.,2,"10.667,64","0,00","0,00","0,00","21.335,28","0,00"
,,,,,,,,,,,DERMAGLOS SOLAR F50 EMUL X250,7793742003431,null,ANDROMACO,ESP.,2,"14.222,73","0,00","0,00","0,00","28.445,46","0,00"
,,,,,,,,,,,GUM CEP  153 TRAVEL BRUSH,070942501538,null,SUNSTAR ,DENTALES,3,"2.621,67","0,00","0,00","0,00","7.865,01","0,00"
,,,,,,,,,,,LISFAR PASTILLERO CH SEMANAL,7798028009596,null,LISTEN,ACC.MASIVOS,2,"1.992,60","0,00","0,00","0,00","3.985,20","0,00"
,,,,,,,,,,,NOSOTRAS TOA CLAS CALEND X16,7790770601899,null,GRUPO FAMILIA,PER.MASIVA,3,"1.910,11","0,00","0,00","0,00","5.730,33","0,00"
,0018-01249923,FACTURA DE COMPRA POS,,"$ 154.511,55",11/12/2025,11/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,BISOLVON PED JBE X 125ML,3664798040630,BROMHEXINA 4 ,OPELLA ,ESP. ,1,"10.231,64","0,00","0,00","0,00","10.231,64","0,00"
,,,,,,,,,,,CURITAS APOS MARVEL      X20U,7501054550044,null,BEIERSDORF,ACC.MASIVOS,6,"1.886,95","0,00","0,00","0,00","11.321,70","0,00"
,,,,,,,,,,,DOVE DEO AER AP PEPIN VX150ML,7791293048475,null,UNILEVER P.C.,PER.MASIVA,2,"2.611,87","0,00","0,00","0,00","5.223,74","0,00"
,,,,,,,,,,,DOVE DEO ROL ORIGINAL  X 50ML,78924468,null,UNILEVER P.C.,PER.MASIVA,2,"1.700,71","0,00","0,00","0,00","3.401,42","0,00"
,,,,,,,,,,,DOVE DEO STICK ORIG  X 50GR,75080136,null,UNILEVER P.C.,PER.MASIVA,3,"3.073,66","0,00","0,00","0,00","9.220,98","0,00"
,,,,,,,,,,,DURACELL PILA ALC AAA BLIS X2,41333001074,null,DURACELL ARG,VARIOS,2,"2.472,45","0,00","0,00","0,00","4.944,90","0,00"
,,,,,,,,,,,GILLETTE MAQ VENUS SIMP 3X2,7500435144223,null,PROC & GAMB ,ACC.,3,"4.174,46","0,00","0,00","0,00","12.523,38","0,00"
,,,,,,,,,,,HOLOMAGNESIO INTEG.    X150G,7796285295813,MAGNESIO+ASOC. ,ELEA,NUTRICION/,3,"11.352,79","0,00","0,00","0,00","34.058,37","0,00"
,,,,,,,,,,,PERVINOX CLORHEX SOL X500ML,7791848054975,CLORHEXIDINA ,ELEA,ESP. ,2,"18.603,04","0,00","0,00","0,00","37.206,08","0,00"
,,,,,,,,,,,SIEMPRE.LIB ESP UF SUA ALAX 8,7790010002769,null,JOHNSON&JOH,PER.MASIVA,3,"1.415,62","0,00","0,00","0,00","4.246,86","0,00"
,,,,,,,,,,,VERITAS JAGLI BEBE      3X120,7791520077278,null,LA FARMACO A,BEBES Y ,2,"2.273,14","0,00","0,00","0,00","4.546,28","0,00"
,0018-01250143,FACTURA DE COMPRA POS,,"$ 301.060,08",11/12/2025,11/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ALWAYS XTRA TRI PROT SECA X 8,7500435229593,null,PROC & GAMB ,PER.MASIVA,3,"2.635,88","0,00","0,00","0,00","7.907,64","0,00"
,,,,,,,,,,,ANUAR 750 MG COMP X 5,7798129411106,LEVOFLOXACINA 750 ,SIEGFRIED,ESP. ,1,"12.316,25","0,00","0,00","0,00","12.316,25","0,00"
,,,,,,,,,,,BACLOX 10 MG COMP X 60,7795349169879,BACLOFENO 10 MG ,ARISTON,ESP. ,1,"18.261,30","0,00","0,00","0,00","18.261,30","0,00"
,,,,,,,,,,,BAGOVIT A MANOS Y UÑAS CR X50,7790375268824,VIT.A CR/GEL/PDA  ,BAGO,ESP.,1,"5.317,57","0,00","0,00","0,00","5.317,57","0,00"
,,,,,,,,,,,BIATRIX XR 200 MG COMP X 30,7795338016795,QUETIAPINA 200 MG ,BALIARDA,ESP. ,1,"74.173,42","0,00","0,00","0,00","74.173,42","0,00"
,,,,,,,,,,,BODY CARE COD C/SILIC     T2,7798082443534,null,BODY CARE,ORTOPEDIA Y ,1,"11.660,24","0,00","0,00","0,00","11.660,24","0,00"
,,,,,,,,,,,DOVE DEO ROL INV DRY W X 50ML,78924529,null,UNILEVER P.C.,PER.MASIVA,2,"1.700,86","0,00","0,00","0,00","3.401,72","0,00"
,,,,,,,,,,,ELVIVE ACOND COLORVIVE   X200,7509552903423,null,LOREAL ,PER.MASIVA,2,"3.537,34","0,00","0,00","0,00","7.074,68","0,00"
,,,,,,,,,,,EXCELLENCE CREME   7.7  CHO/R,7509552948165,null,LOREAL ,PER.MASIVA,1,"12.229,91","0,00","0,00","0,00","12.229,91","0,00"
,,,,,,,,,,,GUM CEP  211 CLASSIC TWIN,7798142352110,null,SUNSTAR ,DENTALES,1,"5.217,88","0,00","0,00","0,00","5.217,88","0,00"
,,,,,,,,,,,GUT GA   N1 CA    20 X20,7798013311208,null,CEADE,ACC.MASIVOS,3,"689,62","0,00","0,00","0,00","2.068,86","0,00"
,,,,,,,,,,,JANUMET 50/ 500MG COMP X 28,7797991150168,SITAGLIPTINA+METF,MSD ARG SR,ESP. ,1,"47.385,61","0,00","0,00","0,00","47.385,61","0,00"
,,,,,,,,,,,PRIME PRE ULTRA FINO      X 3,7791519701061,null,BUHL,ACC.MASIVOS,3,"2.187,24","0,00","0,00","0,00","6.561,72","0,00"
,,,,,,,,,,,RAYITO.SOL BR FPS8 C/ZAN X200,7796045103112,null,SISCOM,PER.MASIVA,1,"7.173,47","0,00","0,00","0,00","7.173,47","0,00"
,,,,,,,,,,,REXONA DEO CR AP ODOR 72HX60G,77987983,null,UNILEVER P.C.,PER.MASIVA,3,"1.288,21","0,00","0,00","0,00","3.864,63","0,00"
,,,,,,,,,,,REXONA MEN AER AP INVIS X 89G,7791293049465,null,UNILEVER P.C.,PER.MASIVA,2,"2.139,15","0,00","0,00","0,00","4.278,30","0,00"
,,,,,,,,,,,REXONA MEN AER AP V8    X148G,7791293049595,null,UNILEVER P.C.,PER.MASIVA,2,"2.852,24","0,00","0,00","0,00","5.704,48","0,00"
,,,,,,,,,,,TAXAGON AD 100 MG COMP X 30,7795326010859,TRAZODONE 100 MG ,TEVA ,ESP. ,1,"51.522,66","0,00","0,00","0,00","51.522,66","0,00"
,0018-01249852,FACTURA DE COMPRA POS,,"$ 21.558,51",11/12/2025,11/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,SYRA APQU 10X20 CM X  6,7792009011592,null,SYRA,ACC.MASIVOS,5,"3.277,72","0,00","0,00","0,00","16.388,60","0,00"
,0018-01249802,FACTURA DE COMPRA POS,,"$ 462.703,26",11/12/2025,11/01/2026,FCIA BIOSALUD,INGRESADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL ,ADERMICINA A 2X1 CR X30G X2,7796285287856,VIT.A+ASOC. ,ELEA,ESP. ,1,"9.504,23","0,00","0,00","0,00","9.504,23","0,00"
,,,,,,,,,,,ALPERTAN 160 MG COMP X 28,7798084684171,VALSARTAN 160 MG ,ADIUM,ESP. ,2,"26.177,04","0,00","0,00","0,00","52.354,08","0,00"
,,,,,,,,,,,ALPERTAN D 160/12.5MG CM X 28,7798084685222,VALSARTAN+HIDROC,ADIUM,ESP. ,1,"25.145,71","0,00","0,00","0,00","25.145,71","0,00"
,,,,,,,,,,,BAYASPIRINA C LIM  EFER X12,7793640002673,ACETILSALICILICO ,BAYER ,ESP. ,2,"9.106,46","0,00","0,00","0,00","18.212,92","0,00"
,,,,,,,,,,,BETACORT 0.05% CR X 15 G,7795373013247,BETAMETASONA  50 ,MEDISOL,ESP. ,2,"3.828,00","0,00","0,00","0,00","7.656,00","0,00"
,,,,,,,,,,,BIL 13 COMP X  40,7790375000202,DEHIDROCOLICO AC.,BAGO,ESP. ,1,"23.436,27","0,00","0,00","0,00","23.436,27","0,00"
,,,,,,,,,,,CURITAS APOS TELA        X20U,7702003010736,null,BEIERSDORF,ACC.MASIVOS,10,"1.183,57","0,00","0,00","0,00","11.835,70","0,00"
,,,,,,,,,,,DEXALERGIN  GTS X 30 ML,7795350021425,DEXAMETASONA+NEO,TEVA ,ESP. ,1,"6.292,06","0,00","0,00","0,00","6.292,06","0,00"
,,,,,,,,,,,DEXOPRAL 60 CAPS X 30,7795345121215,DEXLANSOPRAZOL 60 ,ROEMMERS,ESP. ,2,"34.437,38","0,00","0,00","0,00","68.874,76","0,00"
,,,,,,,,,,,DOVE JAB BLANCO        X 90GR,7791293051208,null,UNILEVER P.C.,PER.MASIVA,3,"1.153,92","0,00","0,00","0,00","3.461,76","0,00"
,,,,,,,,,,,ENOLEX 10 MG COMP X 28,7791909185778,OLANZAPINA 10   MG ,CASASCO,ESP. ,1,"114.817,85","0,00","0,00","0,00","114.817,85","0,00"
,,,,,,,,,,,EWE VASELINA SOLID POTE X 60G,7797811099127,VASELINA SOLIDA ,SANITAS,ALCOH-,1,"2.760,99","0,00","0,00","0,00","2.760,99","0,00"
,,,,,,,,,,,GADOLAX SOL ORAL X 45 ML,7792183487725,SODIO FOSFATO SOL ,GADOR,ESP. ,1,"13.061,93","0,00","0,00","0,00","13.061,93","0,00"
,,,,,,,,,,,INHALAN PLUS SPRAY NAS X 60DS,7791909213877,FLUTICASONA+OXIME,CASASCO,ESP. ,2,"9.031,50","0,00","0,00","0,00","18.063,00","0,00"
,,,,,,,,,,,LACTULON  JBE X 120 ML,7795347000297,LACTULOSA 650 ,LAZAR,ESP. ,1,"9.366,97","0,00","0,00","0,00","9.366,97","0,00"
,,,,,,,,,,,MEDOBIS  850 MG COMP X 60,7795347972327,METFORMINA  850 ,LAZAR,ESP. ,1,"16.639,05","0,00","0,00","0,00","16.639,05","0,00"
,,,,,,,,,,,PERVINOX INCOL SPRAY X  60 ML,7791848054159,CLORHEXIDINA ,ELEA,ESP. ,1,"10.650,29","0,00","0,00","0,00","10.650,29","0,00"
,,,,,,,,,,,QUIDEX UNG OFT X 3.5GR,7795368054569,CIPROFLOXACINA+DE,POEN,ESP. ,1,"13.307,68","0,00","0,00","0,00","13.307,68","0,00"
,,,,,,,,,,,REXONA CLIN DEO AER CLAX 55ML,7791293038254,null,UNILEVER P.C.,PER.MASIVA,3,"1.840,90","0,00","0,00","0,00","5.522,70","0,00"
,,,,,,,,,,,SUBICAL ORAL 100.000 FAX2ML,7792175009430,VIT.D3      2.5 MG ,BERNABO (LAB),ESP. ,1,"6.496,23","0,00","0,00","0,00","6.496,23","0,00"
,,,,,,,,,,,ULTRA COREGA CR MENTA    X20G,7794640171710,CARBOXIMETILCELUL,HALEON (GSK),DENTALES,4,"2.844,25","0,00","0,00","0,00","11.377,00","0,00"
